#    L    TT             EE             BB             TE          
  2370    0.14819E+03    0.48721E+01    0.45130E-01   -0.93030E+01
  2371    0.14800E+03    0.48456E+01    0.45082E-01   -0.92468E+01
  2372    0.14780E+03    0.48194E+01    0.45034E-01   -0.91902E+01
  2373    0.14761E+03    0.47936E+01    0.44986E-01   -0.91330E+01
  2374    0.14741E+03    0.47680E+01    0.44938E-01   -0.90753E+01
  2375    0.14720E+03    0.47428E+01    0.44891E-01   -0.90171E+01
  2376    0.14700E+03    0.47178E+01    0.44843E-01   -0.89585E+01
  2377    0.14679E+03    0.46932E+01    0.44795E-01   -0.88995E+01
  2378    0.14658E+03    0.46690E+01    0.44747E-01   -0.88400E+01
  2379    0.14637E+03    0.46450E+01    0.44699E-01   -0.87802E+01
  2380    0.14615E+03    0.46215E+01    0.44651E-01   -0.87200E+01
  2381    0.14593E+03    0.45983E+01    0.44603E-01   -0.86595E+01
  2382    0.14571E+03    0.45754E+01    0.44556E-01   -0.85986E+01
  2383    0.14548E+03    0.45529E+01    0.44508E-01   -0.85375E+01
  2384    0.14525E+03    0.45308E+01    0.44460E-01   -0.84761E+01
  2385    0.14502E+03    0.45091E+01    0.44412E-01   -0.84144E+01
  2386    0.14478E+03    0.44878E+01    0.44364E-01   -0.83524E+01
  2387    0.14454E+03    0.44668E+01    0.44316E-01   -0.82903E+01
  2388    0.14430E+03    0.44462E+01    0.44268E-01   -0.82280E+01
  2389    0.14406E+03    0.44260E+01    0.44220E-01   -0.81654E+01
  2390    0.14381E+03    0.44062E+01    0.44172E-01   -0.81027E+01
  2391    0.14356E+03    0.43867E+01    0.44124E-01   -0.80399E+01
  2392    0.14331E+03    0.43676E+01    0.44077E-01   -0.79770E+01
  2393    0.14305E+03    0.43489E+01    0.44029E-01   -0.79139E+01
  2394    0.14279E+03    0.43305E+01    0.43981E-01   -0.78508E+01
  2395    0.14253E+03    0.43125E+01    0.43933E-01   -0.77876E+01
  2396    0.14226E+03    0.42948E+01    0.43885E-01   -0.77244E+01
  2397    0.14199E+03    0.42775E+01    0.43837E-01   -0.76611E+01
  2398    0.14172E+03    0.42606E+01    0.43789E-01   -0.75979E+01
  2399    0.14145E+03    0.42440E+01    0.43741E-01   -0.75346E+01
  2400    0.14117E+03    0.42277E+01    0.43693E-01   -0.74714E+01
  2401    0.14090E+03    0.42118E+01    0.43644E-01   -0.74083E+01
  2402    0.14062E+03    0.41962E+01    0.43596E-01   -0.73452E+01
  2403    0.14033E+03    0.41810E+01    0.43548E-01   -0.72823E+01
  2404    0.14005E+03    0.41661E+01    0.43500E-01   -0.72194E+01
  2405    0.13976E+03    0.41516E+01    0.43452E-01   -0.71567E+01
  2406    0.13947E+03    0.41374E+01    0.43404E-01   -0.70942E+01
  2407    0.13918E+03    0.41235E+01    0.43356E-01   -0.70318E+01
  2408    0.13888E+03    0.41100E+01    0.43307E-01   -0.69697E+01
  2409    0.13858E+03    0.40968E+01    0.43259E-01   -0.69078E+01
  2410    0.13828E+03    0.40840E+01    0.43211E-01   -0.68461E+01
  2411    0.13798E+03    0.40715E+01    0.43163E-01   -0.67847E+01
  2412    0.13768E+03    0.40593E+01    0.43115E-01   -0.67236E+01
  2413    0.13737E+03    0.40475E+01    0.43066E-01   -0.66629E+01
  2414    0.13707E+03    0.40360E+01    0.43018E-01   -0.66024E+01
  2415    0.13676E+03    0.40249E+01    0.42970E-01   -0.65423E+01
  2416    0.13644E+03    0.40141E+01    0.42921E-01   -0.64826E+01
  2417    0.13613E+03    0.40036E+01    0.42873E-01   -0.64233E+01
  2418    0.13581E+03    0.39935E+01    0.42825E-01   -0.63645E+01
  2419    0.13550E+03    0.39837E+01    0.42776E-01   -0.63061E+01
  2420    0.13518E+03    0.39743E+01    0.42728E-01   -0.62482E+01
  2421    0.13486E+03    0.39651E+01    0.42680E-01   -0.61907E+01
  2422    0.13453E+03    0.39564E+01    0.42631E-01   -0.61339E+01
  2423    0.13421E+03    0.39480E+01    0.42583E-01   -0.60775E+01
  2424    0.13388E+03    0.39399E+01    0.42534E-01   -0.60218E+01
  2425    0.13355E+03    0.39322E+01    0.42486E-01   -0.59666E+01
  2426    0.13322E+03    0.39248E+01    0.42438E-01   -0.59121E+01
  2427    0.13288E+03    0.39178E+01    0.42389E-01   -0.58582E+01
  2428    0.13255E+03    0.39111E+01    0.42341E-01   -0.58050E+01
  2429    0.13221E+03    0.39047E+01    0.42292E-01   -0.57524E+01
  2430    0.13188E+03    0.38987E+01    0.42244E-01   -0.57005E+01
  2431    0.13154E+03    0.38930E+01    0.42195E-01   -0.56493E+01
  2432    0.13120E+03    0.38876E+01    0.42147E-01   -0.55987E+01
  2433    0.13085E+03    0.38825E+01    0.42098E-01   -0.55488E+01
  2434    0.13051E+03    0.38778E+01    0.42050E-01   -0.54995E+01
  2435    0.13016E+03    0.38733E+01    0.42001E-01   -0.54509E+01
  2436    0.12982E+03    0.38691E+01    0.41953E-01   -0.54030E+01
  2437    0.12947E+03    0.38652E+01    0.41904E-01   -0.53558E+01
  2438    0.12912E+03    0.38616E+01    0.41855E-01   -0.53092E+01
  2439    0.12877E+03    0.38583E+01    0.41807E-01   -0.52633E+01
  2440    0.12842E+03    0.38552E+01    0.41758E-01   -0.52181E+01
  2441    0.12807E+03    0.38524E+01    0.41710E-01   -0.51736E+01
  2442    0.12771E+03    0.38498E+01    0.41661E-01   -0.51298E+01
  2443    0.12736E+03    0.38475E+01    0.41613E-01   -0.50867E+01
  2444    0.12701E+03    0.38455E+01    0.41564E-01   -0.50443E+01
  2445    0.12665E+03    0.38437E+01    0.41515E-01   -0.50027E+01
  2446    0.12630E+03    0.38421E+01    0.41467E-01   -0.49617E+01
  2447    0.12594E+03    0.38407E+01    0.41418E-01   -0.49215E+01
  2448    0.12558E+03    0.38396E+01    0.41370E-01   -0.48820E+01
  2449    0.12522E+03    0.38387E+01    0.41321E-01   -0.48432E+01
  2450    0.12487E+03    0.38381E+01    0.41272E-01   -0.48053E+01
  2451    0.12451E+03    0.38376E+01    0.41224E-01   -0.47680E+01
  2452    0.12415E+03    0.38373E+01    0.41175E-01   -0.47315E+01
  2453    0.12379E+03    0.38373E+01    0.41127E-01   -0.46959E+01
  2454    0.12343E+03    0.38374E+01    0.41078E-01   -0.46610E+01
  2455    0.12307E+03    0.38377E+01    0.41029E-01   -0.46268E+01
  2456    0.12271E+03    0.38382E+01    0.40981E-01   -0.45935E+01
  2457    0.12235E+03    0.38389E+01    0.40932E-01   -0.45611E+01
  2458    0.12199E+03    0.38398E+01    0.40884E-01   -0.45294E+01
  2459    0.12163E+03    0.38409E+01    0.40835E-01   -0.44986E+01
  2460    0.12127E+03    0.38421E+01    0.40787E-01   -0.44686E+01
  2461    0.12091E+03    0.38435E+01    0.40738E-01   -0.44395E+01
  2462    0.12055E+03    0.38450E+01    0.40689E-01   -0.44113E+01
  2463    0.12019E+03    0.38467E+01    0.40641E-01   -0.43839E+01
  2464    0.11984E+03    0.38486E+01    0.40592E-01   -0.43575E+01
  2465    0.11948E+03    0.38506E+01    0.40544E-01   -0.43319E+01
  2466    0.11912E+03    0.38527E+01    0.40495E-01   -0.43073E+01
  2467    0.11876E+03    0.38550E+01    0.40447E-01   -0.42836E+01
  2468    0.11841E+03    0.38574E+01    0.40398E-01   -0.42609E+01
  2469    0.11805E+03    0.38599E+01    0.40350E-01   -0.42392E+01
  2470    0.11769E+03    0.38626E+01    0.40302E-01   -0.42184E+01
  2471    0.11734E+03    0.38654E+01    0.40253E-01   -0.41985E+01
  2472    0.11698E+03    0.38683E+01    0.40205E-01   -0.41796E+01
  2473    0.11663E+03    0.38713E+01    0.40156E-01   -0.41616E+01
  2474    0.11628E+03    0.38744E+01    0.40108E-01   -0.41445E+01
  2475    0.11593E+03    0.38776E+01    0.40060E-01   -0.41283E+01
  2476    0.11558E+03    0.38809E+01    0.40011E-01   -0.41129E+01
  2477    0.11523E+03    0.38843E+01    0.39963E-01   -0.40984E+01
  2478    0.11488E+03    0.38878E+01    0.39915E-01   -0.40848E+01
  2479    0.11453E+03    0.38913E+01    0.39867E-01   -0.40720E+01
  2480    0.11418E+03    0.38950E+01    0.39819E-01   -0.40600E+01
  2481    0.11384E+03    0.38986E+01    0.39770E-01   -0.40489E+01
  2482    0.11349E+03    0.39024E+01    0.39722E-01   -0.40386E+01
  2483    0.11315E+03    0.39062E+01    0.39674E-01   -0.40290E+01
  2484    0.11281E+03    0.39101E+01    0.39626E-01   -0.40203E+01
  2485    0.11246E+03    0.39140E+01    0.39578E-01   -0.40123E+01
  2486    0.11212E+03    0.39179E+01    0.39530E-01   -0.40051E+01
  2487    0.11179E+03    0.39219E+01    0.39482E-01   -0.39987E+01
  2488    0.11145E+03    0.39259E+01    0.39435E-01   -0.39930E+01
  2489    0.11111E+03    0.39300E+01    0.39387E-01   -0.39880E+01
  2490    0.11078E+03    0.39340E+01    0.39339E-01   -0.39838E+01
  2491    0.11045E+03    0.39381E+01    0.39291E-01   -0.39803E+01
  2492    0.11011E+03    0.39422E+01    0.39243E-01   -0.39776E+01
  2493    0.10979E+03    0.39463E+01    0.39196E-01   -0.39755E+01
  2494    0.10946E+03    0.39504E+01    0.39148E-01   -0.39742E+01
  2495    0.10913E+03    0.39544E+01    0.39101E-01   -0.39736E+01
  2496    0.10881E+03    0.39585E+01    0.39053E-01   -0.39736E+01
  2497    0.10848E+03    0.39625E+01    0.39006E-01   -0.39744E+01
  2498    0.10816E+03    0.39666E+01    0.38958E-01   -0.39758E+01
  2499    0.10784E+03    0.39706E+01    0.38911E-01   -0.39779E+01
  2500    0.10753E+03    0.39745E+01    0.38864E-01   -0.39807E+01
  2501    0.10721E+03    0.39784E+01    0.38816E-01   -0.39841E+01
  2502    0.10690E+03    0.39823E+01    0.38769E-01   -0.39883E+01
  2503    0.10659E+03    0.39861E+01    0.38722E-01   -0.39930E+01
  2504    0.10628E+03    0.39898E+01    0.38675E-01   -0.39985E+01
  2505    0.10597E+03    0.39935E+01    0.38628E-01   -0.40045E+01
  2506    0.10567E+03    0.39971E+01    0.38581E-01   -0.40113E+01
  2507    0.10536E+03    0.40007E+01    0.38534E-01   -0.40187E+01
  2508    0.10506E+03    0.40041E+01    0.38487E-01   -0.40267E+01
  2509    0.10477E+03    0.40075E+01    0.38440E-01   -0.40353E+01
  2510    0.10447E+03    0.40108E+01    0.38394E-01   -0.40446E+01
  2511    0.10418E+03    0.40139E+01    0.38347E-01   -0.40545E+01
  2512    0.10389E+03    0.40170E+01    0.38300E-01   -0.40651E+01
  2513    0.10360E+03    0.40200E+01    0.38254E-01   -0.40762E+01
  2514    0.10332E+03    0.40228E+01    0.38207E-01   -0.40879E+01
  2515    0.10303E+03    0.40256E+01    0.38161E-01   -0.41002E+01
  2516    0.10275E+03    0.40282E+01    0.38114E-01   -0.41131E+01
  2517    0.10248E+03    0.40307E+01    0.38068E-01   -0.41264E+01
  2518    0.10220E+03    0.40331E+01    0.38022E-01   -0.41403E+01
  2519    0.10193E+03    0.40355E+01    0.37976E-01   -0.41547E+01
  2520    0.10166E+03    0.40376E+01    0.37930E-01   -0.41696E+01
  2521    0.10139E+03    0.40397E+01    0.37884E-01   -0.41849E+01
  2522    0.10112E+03    0.40417E+01    0.37838E-01   -0.42007E+01
  2523    0.10086E+03    0.40435E+01    0.37792E-01   -0.42169E+01
  2524    0.10059E+03    0.40453E+01    0.37746E-01   -0.42336E+01
  2525    0.10034E+03    0.40469E+01    0.37700E-01   -0.42506E+01
  2526    0.10008E+03    0.40483E+01    0.37655E-01   -0.42681E+01
  2527    0.99823E+02    0.40497E+01    0.37609E-01   -0.42859E+01
  2528    0.99571E+02    0.40509E+01    0.37564E-01   -0.43040E+01
  2529    0.99320E+02    0.40520E+01    0.37518E-01   -0.43226E+01
  2530    0.99072E+02    0.40530E+01    0.37473E-01   -0.43414E+01
  2531    0.98827E+02    0.40538E+01    0.37428E-01   -0.43606E+01
  2532    0.98583E+02    0.40545E+01    0.37383E-01   -0.43801E+01
  2533    0.98342E+02    0.40550E+01    0.37337E-01   -0.43998E+01
  2534    0.98104E+02    0.40554E+01    0.37292E-01   -0.44199E+01
  2535    0.97867E+02    0.40557E+01    0.37247E-01   -0.44401E+01
  2536    0.97633E+02    0.40558E+01    0.37203E-01   -0.44607E+01
  2537    0.97401E+02    0.40558E+01    0.37158E-01   -0.44814E+01
  2538    0.97172E+02    0.40556E+01    0.37113E-01   -0.45024E+01
  2539    0.96945E+02    0.40552E+01    0.37068E-01   -0.45236E+01
  2540    0.96720E+02    0.40547E+01    0.37024E-01   -0.45449E+01
  2541    0.96497E+02    0.40540E+01    0.36979E-01   -0.45664E+01
  2542    0.96277E+02    0.40532E+01    0.36935E-01   -0.45881E+01
  2543    0.96060E+02    0.40522E+01    0.36891E-01   -0.46099E+01
  2544    0.95845E+02    0.40510E+01    0.36846E-01   -0.46319E+01
  2545    0.95632E+02    0.40496E+01    0.36802E-01   -0.46539E+01
  2546    0.95422E+02    0.40481E+01    0.36758E-01   -0.46761E+01
  2547    0.95214E+02    0.40463E+01    0.36714E-01   -0.46983E+01
  2548    0.95009E+02    0.40444E+01    0.36670E-01   -0.47206E+01
  2549    0.94806E+02    0.40423E+01    0.36627E-01   -0.47430E+01
  2550    0.94606E+02    0.40400E+01    0.36583E-01   -0.47654E+01
  2551    0.94408E+02    0.40375E+01    0.36539E-01   -0.47879E+01
  2552    0.94213E+02    0.40348E+01    0.36496E-01   -0.48103E+01
  2553    0.94021E+02    0.40318E+01    0.36452E-01   -0.48327E+01
  2554    0.93831E+02    0.40287E+01    0.36409E-01   -0.48552E+01
  2555    0.93644E+02    0.40254E+01    0.36366E-01   -0.48776E+01
  2556    0.93460E+02    0.40218E+01    0.36323E-01   -0.48999E+01
  2557    0.93277E+02    0.40181E+01    0.36279E-01   -0.49223E+01
  2558    0.93098E+02    0.40142E+01    0.36237E-01   -0.49446E+01
  2559    0.92920E+02    0.40100E+01    0.36194E-01   -0.49668E+01
  2560    0.92745E+02    0.40057E+01    0.36151E-01   -0.49889E+01
  2561    0.92573E+02    0.40012E+01    0.36108E-01   -0.50110E+01
  2562    0.92402E+02    0.39965E+01    0.36065E-01   -0.50330E+01
  2563    0.92234E+02    0.39917E+01    0.36023E-01   -0.50549E+01
  2564    0.92068E+02    0.39866E+01    0.35980E-01   -0.50767E+01
  2565    0.91904E+02    0.39814E+01    0.35938E-01   -0.50984E+01
  2566    0.91742E+02    0.39759E+01    0.35896E-01   -0.51199E+01
  2567    0.91583E+02    0.39703E+01    0.35854E-01   -0.51414E+01
  2568    0.91425E+02    0.39646E+01    0.35812E-01   -0.51626E+01
  2569    0.91270E+02    0.39586E+01    0.35770E-01   -0.51837E+01
  2570    0.91116E+02    0.39525E+01    0.35728E-01   -0.52047E+01
  2571    0.90965E+02    0.39462E+01    0.35686E-01   -0.52254E+01
  2572    0.90815E+02    0.39398E+01    0.35644E-01   -0.52460E+01
  2573    0.90667E+02    0.39331E+01    0.35603E-01   -0.52664E+01
  2574    0.90521E+02    0.39263E+01    0.35561E-01   -0.52865E+01
  2575    0.90377E+02    0.39194E+01    0.35520E-01   -0.53065E+01
  2576    0.90235E+02    0.39122E+01    0.35478E-01   -0.53262E+01
  2577    0.90094E+02    0.39050E+01    0.35437E-01   -0.53456E+01
  2578    0.89956E+02    0.38975E+01    0.35396E-01   -0.53648E+01
  2579    0.89818E+02    0.38899E+01    0.35355E-01   -0.53837E+01
  2580    0.89683E+02    0.38821E+01    0.35314E-01   -0.54024E+01
  2581    0.89549E+02    0.38742E+01    0.35273E-01   -0.54207E+01
  2582    0.89417E+02    0.38661E+01    0.35232E-01   -0.54387E+01
  2583    0.89286E+02    0.38578E+01    0.35191E-01   -0.54565E+01
  2584    0.89157E+02    0.38494E+01    0.35151E-01   -0.54738E+01
  2585    0.89030E+02    0.38408E+01    0.35110E-01   -0.54909E+01
  2586    0.88903E+02    0.38321E+01    0.35070E-01   -0.55075E+01
  2587    0.88779E+02    0.38232E+01    0.35029E-01   -0.55238E+01
  2588    0.88656E+02    0.38141E+01    0.34989E-01   -0.55397E+01
  2589    0.88534E+02    0.38049E+01    0.34949E-01   -0.55553E+01
